title,price,location,address,distancia_m,details,link,descripcion
"Apartamento en Arriendo en Colina Campestre, Bogotá",$ 3.558.000,"Suba, Bogotá",CALLE 152 No.  58 -  51,976,3 Habs. 2 Baños89 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192374858,"SE ARRIENDA HERMOSO APARTAMENTO DE 89 MT2, CUENTA CON 3 HABITACIONES, 2 BAÑOS, SALA, COMEDOR, COCINA INTEGRAL, BALCON, ZONA DE ROPAS, DOBLE PARQUEADERO EN LINEA. EL CONJUNTO CUENTA CON JARDIN, GIMNASIO, DOS CANCHAS DE SQUASH, SALON DE JUEGOS, SALON SOCIAL Y CERCANIA CON CENTROS COMERCIALES Y COLEGIOS."
"Apartamento en Arriendo en Pinar de Suba, Bogotá",$ 1.350.000,"Suba, Bogotá","Cl. 150a #101-20, Bogotá, Colombia",2457,1 Habs. 1 Baño42 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-pinar-de-suba-bogota/192615924,"ARRIENDO APARTAESTUDIO EN SUBA PINAR CONJUNTO VALLE DEL REFOUS DECIMO PISO EXCELENTE VISTA MUY ILUMINADO TIPO LOFT CON PARED FLOTANTE CON AMPLIO CLOSET DE SEPARACION BAÑO, COCINA INTEGRAL BARRA AMERICANA, ZONA DE LAVANDERIA INDEPENDIENTE INFORMES JUAN RODRIGUEZ"
"Apartamento en  Arriendo en Suba, Bogotá",$ 6.000.000,"Suba, Bogotá",CARRERA 76a 134 05,1900,4 Habs. 5 Baños295 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-suba-bogota/191329929,"ARRIENDO Penthouse de 295 M2 exterior, Antiguo camino a Suba, alejado del ruido de la ciudad, total tranquilidad, excelente iluminación, ascensor privado, Preciosa vista, rodeado de zonas verdes y naturaleza, pisos en mármol, madera y alfombra. Comedor independiente, Sala con chimenea, 4 alcobas, la principal con baño, Walking-Closet, 3 alcobas auxiliares con vestier y baño privado cada una, cuarto y baño del servicio, baño social, estar de televisión, amplio estudio u oficina con biblioteca, chimenea, cocina integral, comedor auxiliar, zona de lavandería independiente. Maravillosa ubicación, en el condominio Residencial Cerros de el Jura, antiguo camino a Suba.  Cuenta con salón social, zona infantil, parques, parqueadero de visitantes, rodeado de vegetación, senderos peatonales, tres parqueaderos cubiertos y depósito. Porterías con Vigilancia 24 horas. Valor de la administración $2.067.000, vías de acceso como la Av. Boyacá, calle 134, Av. Suba."
"Apartamento en  Arriendo en San cipriano, Bogotá",$ 1.750.000,"Suba, Bogotá",CARRERA 52   165- 58,1903,2 Habs. 2 Baños65 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-san-cipriano-bogota/192203061,"Ofrecemos este apartamento ubicado en Britalia Norte Conjunto la Estancia V, cerca de avenidas principales con acceso por la Autopista Norte y Cra 54, rodeado de parques para recibir aire libre, caminar realizar ejercicio, Cuenta con una gran afluencia de transporte público y paraderos de SITP, a pocas cuadras de la Estación de Transmilenio Toberin, en el sector puede encontrar colegios y jardines infantiles, cerca a almacenes como D1, el apartamento cuenta con vista interior, pisos en madera laminada, dos baños completos, sala, comedor en ambientes separados, cocina a gas, iluminación natural, parqueadero cubierto y depósito, el conjunto cuenta con vigilancia 24 horas, zona BBQ, salón social.  Cualquier información adicional contáctenos al número 3114955765 o al correo electrónico ramiro.ospinainmobiliariabogota.com.  1132-2021207509"
"Apartamento en Arriendo en El plan, Bogotá",$ 1.530.000,"Suba, Bogotá",carrera 74 # 152b - 70,67,2 Habs. 1 Baño36 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-el-plan-bogota/192626118,"Codigo 930FR6928

En arriendo acogedor apartamento de 36 m² en el exclusivo conjunto Natura Living de Colina. Cuenta con 2 habitaciones, 1 baño, cocina abierta con barra estilo americano, sala con excelente iluminación natural y zona de lavado independiente. Ubicado en una zona privilegiada del norte de Bogotá, ideal para quienes buscan comodidad, diseño funcional y un entorno tranquilo con acceso a completas zonas comunes. ¡Tu nuevo hogar te espera!"
"Apartamento en Arriendo en Alejandria, Bogotá",$ 8.500.000,"Suba, Bogotá","Calle 159 #54-42, Bogotá, Colombia",1599,5 Habs. 5 Baños280 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-alejandria-bogota/192577648,"¡Arriendo espectacular Penthouse Dúplex con vista al campo de golf del Carmel Club

✨ 200 m² interiores + terrazas privadas

4 habitaciones + cuarto y baño de servicio
2 habitaciones con baño principal las otras dos comparten baño.
5 baños en total
Estudio + Family Room
Cocina moderna y muy amplia
Zona de lavandería independiente
Cortinas eléctricas en todas las áreas
Opción de arriendo amoblado o sin amoblar

Terrazas con zona BBQ, balcones y una vista espectacular al campo de golf
4 parqueaderos independientes
2 depósitos

Ubicado en conjunto cerrado con Club House completo:
Piscina, jacuzzi, sauna, turco
Salón de juegos, salón comunal, terraza BBQ
Espacios ideales para el descanso y la vida en familia

? Agenda tu cita hoy mismo!
? 318 5002400
? ¡Disponible para entrega inmediata!"
"Apartamento en Arriendo en Pinar de Suba, Bogotá",$ 1.600.000,"Suba, Bogotá","Cll 150A #102B-47,",2630,2 Habs. 1 Baño49 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-pinar-de-suba-bogota/192599651,Te doy la bienvenida al segundo piso de tu próximo capítulo en Suba Pinar donde la luz se filtra suave por dos balcones privados que te invitan a respirar profundo y empezar de nuevo te mueves por sus 49 metros que parecen pensados para el equilibrio perfecto entre comodidad y estilo con una cocina integral donde el aroma del café se mezcla con la calidez del gas natural dos habitaciones que abrazan el descanso una sala de TV que espera tus historias un baño impecable y pisos laminados que elevan cada paso el ascensor te lleva directo a casa donde te recibe la seguridad de una portería 24 horas vigilancia constante acceso inteligente zonas verdes salón social parqueadero privado para ti parqueaderos para tus visitas todo por un arriendo de $1'600.000 más una administración que cuida cada peso.
"Apartamento en  Arriendo en Colina Campestre, Bogotá",$ 1.500.000,"Suba, Bogotá",Carrera 58d,2198,1 Habs. 1 Baño40 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/191929909,"[ARR] ID HOUM: 147261

Entérate de todos los beneficios al arrendar con nosotros:
• Asistencia e intermediación con el propietario
• Firma tu contrato online
• Arrienda sin burocracia, sin papeleos ni notarías

Departamento en arriendo, ubicado en el barrio Ciudad Jardín Norte, con una superficie construida de 40.00 m² y superficie total de 40.00  m².

Sus principales características son:

• No amoblado
• 1 dormitorio
• 1 baño
• Admite mascotas
• Año de construcción: 2024

Además, el inmueble cuenta con las siguientes amenidades:

• Vigilancia 24 hrs

Si arriendas con nosotros, te brindamos asesoría personalizada durante todo el proceso.

Requisitos para arrendar con nosotros:

• Arrienda sin codeudor*, fácil, rápido y seguro
• Demuestra un ingreso mensual neto de al menos 2.5 veces el valor del arriendo (los ingresos mensuales se pueden complementar por las personas que vivirán en este inmueble)
• Completa tu información básica y mándanos tus extractos bancarios o documentos que demuestren tus ingresos
• No debes tener reportes negativos en centrales de crédito


IMPORTANTE:

• Te invitamos a agendar una visita a esta propiedad
• Si tienes alguna duda por favor puedes solicitar más información desde los portales como también contactarte directamente con nosotros

Más que una inmobiliaria, somos Houm.
*Aplican T&C"
"Apartamento en Arriendo en Nueva zelandia, Bogotá",$ 1.600.000,"Suba, Bogotá","Calle 176 #50B-10, Bogotá, Colombia",2725,4 Habs. 2 Baños100 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-nueva-zelandia-bogota/192636471,"Se arrienda amplio apartamento en el barrio Nueva Zelandia, norte de Bogotá con excelente ubicación. Cuenta con cuatro habitaciones espaciosas y bien iluminadas, dos baños, sala comedor amplia, cocina con mesón y patio independiente. Está ubicado cerca de supermercados como D1, el Portal del Norte de TransMilenio y con fácil acceso por la Calle 170."
"Apartamento en  Arriendo en Colina Campestre, Bogotá",$ 1.561.900,"Suba, Bogotá",CALLE 152 B No.  73 -  26,214,1 Habs. 1 Baño36 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192201715,"|SE ARRIENA HERMOSO APARTAESTUDIO EN EL CONJUNTO VERAMONTE LIVING, CUENTA CON 36 M2, 1 HABITACION, 1 BAÑO, SALA/COMEDOR, COCINA INTEGRAL Y ZONA DE ROPAS Y UNA EXCELENTE ILUMINACION. EL CONJUNTO CUENTA CON SALON PARA NIÑOS, SALONA DE JUEGOS, GIMNASIO AMPLIO, ZONA BBQ Y SALON DE COWORKING."
"Apartamento en Arriendo en Villa del prado, Bogotá",$ 1.315.000,"Suba, Bogotá",CARRERA 54B   175- 30,2413,2 Habs. 1 Baño40 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-villa-del-prado-bogota/192573100,"Excelente apartamento en arriendo Villa del prado, cuenta con u area es de 40 mts2, está compuesto por sala comedor, dos habitaciones casa una de ellas con su respectivo con closet, un baño con calentador a gas, cocina abierta e integral con estufa a gas y barra americana, pisos en ceramica, tiene una excelente ventilación e iluminación natural, está ubicado en un tercer piso con ascesor y vista panoramica. El conjunto cuenta con vigilancia, zona infantil, gimnasio, coworking, zona BBQ y su parqueadero es para visitantes . sus vias de acceso son por la calle ciento setenta, autopista norte, avenida boyaca, cerca a zona comercial, supermercados, restaurantes y trasporte publico. CANON MAS ADMONISTRACION para más información comuníquese con el ejecutivo comercial sebastian castillo al celular yo whatsapp 3157572859, o al correo sebastian.castilloinmobiliariasaliadas.com 1133-3000006919"
"Apartamento en Arriendo en Nueva zelandia, Bogotá",$ 1.100.000,"Suba, Bogotá","Calle 176 #52a-22, Bogotá, Colombia",2635,2 Habs. 2 Baños55 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-nueva-zelandia-bogota/192636754,"Arriendo apartamento en casa de familia barrio Nueva Zelandia de Dos habitaciones con closet, Dos baños, sala comedor, cocina en mesón, Zona de lavandería, a 10 minutos caminando del portal norte."
"Apartamento en arriendo en Suba cerros, Bogotá",$ 7.000.000,"Suba, Bogotá","Carrera 76 #152, Bogotá, Colombia",408,3 Habs. 5 Baños245 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-suba-cerros-bogota/10235127,"Apartamento en arriendo. Ubicado en quinto piso con 245 m², con vista exterior, ubicado en conjunto residencial, acceso por vía secundaria. Consta de 3 habitaciones, 5 baños, 1 estudio, 1 sala de TV, sala auxiliar, sala, comedor, zona de lavandería, cocina integral, balcón periférico, 3 parqueaderos y 1 deposito. Tiene piso en madera laminada en toda el área social y habitaciones y cerámica en zonas húmedas y cocina. El conjunto residencial cuenta con salón social, gimnasio, BBQ, canchas deportivas, zonas humedas, salón de juegos, y vigilancia privada las 24 horas. Cerca a almacenes de cadena como, Carulla, Exito, Decathlon, Falabella; vías de acceso por la Calle 145, AV. Boyacá, Av. Suba, Carrera 76."
"Apartamento en  Arriendo en San jose de bavaria, Bogotá",$ 3.300.000,"Suba, Bogotá",CL 170 69 47 TO 2 AP 309 - CONJUNTO RESIDENCIAL BAVIERA,1837,2 Habs. 2 Baños66 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-san-jose-de-bavaria-bogota/192017673,Apartamento Arriendo 66 mts Cundinamarca BOGOTÁ SAN JOSE DE BAVARIA Código Coninsa:75961
"Apartamento en Arriendo en Prado veraniego, Bogotá",$ 1.500.000,"Suba, Bogotá",(3083) - CR 50 134 24 IN 4 AP 201 - EDIFICIO PRATI P.H.,2914,2 Habs. 1 Baño56 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-prado-veraniego-bogota/192622559,Apartamento Arriendo 56 mts Cundinamarca BOGOTÁ PRADO VERANIEGO Código Coninsa:3083
"Apartamento en Arriendo en Plaza Imperial Centro Comercial, Bogotá",$ 1.600.000,"Suba, Bogotá",CARRERA 111A 148- 50,2982,3 Habs. 2 Baños58 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-plaza-imperial-centro-comercial-bogota/192517206,"Apartamento en arriendo ubicado en Suba imperial, cuenta con un área de 58 mts, tiene sala comedor en un solo ambiente, cuenta con tres habitaciones con  closet y un estudio, dos baños con calentador a gas, su cocina es cerrada e integral estufa y horno a gas, los pisos son laminados, espacio de zona de ropas, tiene una excelente iluminación natural, la vista es al interior y exterior, excelentes acabados, parqueadero cubierto y deposito, se encuentra ubicado en un piso trece, con ascensor, zona de niños, gimnasio , vigilancia las 24 horas y vista panorámica, canon más administración. las vías de acceso son AV SUBA, AV CIUDAD DE CALI para mayor información comuníquese con el ejecutivo comercial Mireya Fernández al celular yo WhatsApp 3185852013 o a su correo electrónico mireya.fernandezinmobiliariasaliadas.com 1133-3000006806"
"Apartamento en Arriendo en Colina Campestre, Bogotá",$ 5.850.000,"Suba, Bogotá",CL 152 # 58 - 6,1025,3 Habs. 5 Baños153 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192417312,"¡CONOCE ESTE ESPECTACULAR APARTAMENTO!

Ubicado en el sector de Colina Campestre, 1 piso, iluminado y espacios confortables,  153 m2 distribuidos en sala con chimenea, comedor independiente con salida a una linda terraza de 20 m2, ideal para compartir momentos en familia, baño social, cocina integral cerrada, zona de lavandería, cuarto y baño de servicio, family room o estudio, alcoba principal con baño y vestier independientes, 2 alcobas auxiliares cada una con baño privado, 2 parqueaderos, 1 deposito.

El conjunto te ofrece excelentes zonas sociales,  parqueaderos para visitantes, 2 salones sociales, gimnasio dotado, 2 parques infantiles, cancha de futbol, senderos peatonales, vigilancia.

Contáctanos al 3133915935 para brindarte más información."
"Apartamento en Arriendo en Pinar de Suba, Bogotá",$ 1.700.000,"Suba, Bogotá","Carrera 96 A 151-43,",2110,3 Habs. 2 Baños74 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-pinar-de-suba-bogota/192599650,"Imagina empezar tus días en un primer piso lleno de amplitud y luz natural donde los 74 metros de este hogar en Suba Pinar se abren ante ti con una mezcla perfecta de calidez y funcionalidad tres habitaciones generosas una sala de TV donde las tardes se alargan dos baños listos para la rutina diaria una cocina integral que huele a hogar con estufa a gas natural y duchas eléctricas que esperan la primera mañana los pisos en porcelanato brillan bajo tus pasos y el ambiente se siente seguro gracias a la portería vigilancia permanente acceso controlado CCTV zonas verdes salón social parqueadero privado y espacio para tus visitas todo conectado con una vista interna y externa que te permite sentir la ciudad sin perder la calma arrienda por $1'700.000 con administración de $360.000 incluída y, empieza a vivir donde cada rincón tiene propósito y cada día empieza con más razones para quedarte."
"Apartamento en Arriendo en El pino, Bogotá",$ 1.300.000,"Suba, Bogotá",Carrera 102 #152 A -31,2580,2 Habs. 1 Baño52 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-el-pino-bogota/192338512,"Descubre la elegancia y comodidad en este encantador apartamento de 2 habitaciones y 1 baño, ubicado en una zona privilegiada en Suba Pinar . Con 52 metros cuadrados de espacio bien distribuido, este hogar ofrece un ambiente acogedor y funcional para tu día a día. Disfruta de la luminosidad que entra por sus amplias ventanas y del diseño moderno que lo caracteriza. Ideal para parejas jóvenes o profesionales que buscan un lugar tranquilo y bien ubicado. ¡Haz de este apartamento tu nuevo hogar!"
"Apartamento en Arriendo en Antonio Granados, Bogotá",$ 1.200.000,"Suba, Bogotá","Calle 141 #100b-9, Bogotá, Colombia",2617,3 Habs. 1 Baño54 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-antonio-granados-bogota/192605934,"Conjunto. Piso 3. Último piso. Acceso por escaleras.  3 alcobas, 1 baño, cocina semintegral con gas natural abierta tipo americano, salon comedor, zona lavandería independiente.  Pisos cerámica."
"Apartamento en Arriendo en Gilmar, Bogotá",$ 1.600.000,"Suba, Bogotá",Calle 160 #58 -75,847,3 Habs. 1 Baño52 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-gilmar-bogota/192541068,"Descubre este encantador apartamento de 3 habitaciones y 1 baño, con una superficie de 52 metros cuadrados en . Su diseño moderno y funcional te cautivará desde el primer momento. La luminosidad que inunda cada rincón crea un ambiente acogedor y cálido. La cocina integral con gabinetes, invita a disfrutar de deliciosas comidas en familia. Las habitaciones, amplias y confortables, son el refugio perfecto para el descanso. Además, su ubicación privilegiada te brinda acceso a una amplia variedad de servicios y comercios. ¡No pierdas la oportunidad de hacer de este lugar tu nuevo hogar!"
"Apartamento en Arriendo en Colina Campestre, Bogotá",$ 3.200.000,"Suba, Bogotá",CARRERA 56A   148- 36,1514,3 Habs. 4 Baños132 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192490758,"Excelente apartamento en arriendo de 132 metros en Colina. Apartamento iluminado, cálido, amplio, 8vo piso, exterior. Consta de 3 alcobas, 3 baños, la alcoba principal con baño privado y balcón, baño de alcobas y baño social, sala-comedor, estudio con balcón, cocina integral a gas, zona de lavandería, cuarto y baño de servicio, 1 garaje. Estrato 5. El Conjunto cuenta con parque infantil, gimnasio, salón social, salón de juntas y portería con vigilancia 24 horas. El Conjunto está ubicado cerca de la Carrera 58 y Calle 148. Zona residencial, cerca de parques comunales. Valor del arriendo 3.200,000 más el valor de la administración de $672,000. 61-1917"
"Apartamento en  Arriendo en Colina Campestre, Bogotá",$ 1.700.000,"Suba, Bogotá",Carrera 58d,2198,1 Habs. 1 Baño40 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/191927683,"[ARR] ID HOUM: 147240

Entérate de todos los beneficios al arrendar con nosotros:
• Asistencia e intermediación con el propietario
• Firma tu contrato online
• Arrienda sin burocracia, sin papeleos ni notarías

Departamento en arriendo, ubicado en el barrio Ciudad Jardín Norte, con una superficie construida de 40.00 m² y superficie total de 40.00  m².

Sus principales características son:

• Amoblado
• 1 dormitorio
• 1 baño
• Admite mascotas
• Año de construcción: 2024

Además, el inmueble cuenta con las siguientes amenidades:

• Vigilancia 24 hrs

Si arriendas con nosotros, te brindamos asesoría personalizada durante todo el proceso.

Requisitos para arrendar con nosotros:

• Arrienda sin codeudor*, fácil, rápido y seguro
• Demuestra un ingreso mensual neto de al menos 2.5 veces el valor del arriendo (los ingresos mensuales se pueden complementar por las personas que vivirán en este inmueble)
• Completa tu información básica y mándanos tus extractos bancarios o documentos que demuestren tus ingresos
• No debes tener reportes negativos en centrales de crédito


IMPORTANTE:

• Te invitamos a agendar una visita a esta propiedad
• Si tienes alguna duda por favor puedes solicitar más información desde los portales como también contactarte directamente con nosotros

Más que una inmobiliaria, somos Houm.
*Aplican T&C"
"Apartamento en Arriendo en Spring, Bogotá",$ 1.550.000,"Suba, Bogotá",CARRERA 53   134A- 71,2658,2 Habs. 2 Baños50 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-spring-bogota/192383435,"2 alcobas amplias con closet, 2 baños, sala comedor, cocina integral electrica, zona de lavanderia, pisos en madera laminada y ceramica, excelente iluminacion,  no garaje, no ascensor 237-3640"
"Apartamento en Arriendo en San cipriano, Bogotá",$ 1.338.000,"Suba, Bogotá",CALLE 168A 56A- 50,1621,3 Habs. 2 Baños68 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-san-cipriano-bogota/192637499,"Se arrienda hermoso apartamento de 56 m² en el barrio San Cipriano ubicado en un quinto piso, este acogedor inmueble cuenta con tres habitaciones (dos con clóset), dos baños con ducha y calentador a gas, sala-comedor amplia con balcón y excelente luz natural, cocina integral, zona de ropas y pisos en cerámica. Parqueadero descubierto privado incluido. El conjunto ofrece vigilancia 24/7, salón comunal, parque infantil, zonas verdes y parqueadero para visitantes. en zona residencial tranquila, con fácil acceso por la Calle 170 y la Carrera 70, cerca de supermercados, tiendas y transporte público. ¡Una excelente oportunidad para vivir con comodidad y seguridad en el norte de Bogotá! Canon mas admon, para más información comuníquese con la ejecutiva comercial Lina Ramos al celular y o WhatsApp 3187078140 o al correo lina.ramosinmobiliariasaliadas.com 1133-3000007024"
"Apartamento en  Arriendo en Cerros de Suba, Bogotá",$ 7.000.000,"Suba, Bogotá",CL 131 # 76A - 1,2171,4 Habs. 5 Baños270 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-cerros-de-suba-bogota/192050673,"Excelente apartamento dúplex de 270 m2 más 30 m2 de terraza rodeado de Naturaleza con espectacular vista panorámica, iluminado, sol de mañana y tarde. Primer Nivel: la zona social es muy amplia con salida a la linda terraza, el comedor es independiente, baño social, una habitación con baño privado, cocina con espacio para comedor auxiliar, zona de ropas independiente, cuarto y baño de servicio. Segundo Nivel tres habitaciones cada una con baño y walk in closet, principal con jacuzzi con vista a la ciudad, las habitaciones tienen linda vista a la naturaleza, family room y estudio. Tres garajes. Conjunto con excelente seguridad, parqueadero de visitantes, gimnasio, cancha de tenis en polvo de ladrillo, squash, salón comunal con terraza BBQ, parque de niños, senderos ecológicos, laguito. Entrada peatonal por la avenida a suba frente a estación de Transmilenio, cerca a Centro comercial La Colina, Bulevar Niza, Carulla.

Reportar"
"Apartamento en  Arriendo en Niza, Bogotá",$ 4.000.000,"Suba, Bogotá",CARRERA 76A 134- 05,1937,2 Habs. 3 Baños144 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-niza-bogota/192126384,"Apartamento en conjunto cerrado ,iluminado, en primer piso con dos terrazas, que dan sobre vista verde ,  con jardines y cancha de tenis,buenos espacios para parqueadero de visitantes ,seguridad veinti cuatro horas, ubicada en sitio tranquilo muy cerca de la avenida suba , 193-1040"
"Apartamento en Arriendo en Colina Campestre, Bogotá",$ 4.200.000,"Suba, Bogotá","Cl. 134 #55a-66, Bogotá, Colombia",2278,4 Habs. 3 Baños127 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192468447,"SE ARRIENDA APARTAMENTO DE 127 m² EN EXCELENTE UBICACIÓN – NORTE DE BOGOTÁ Situado en una de las zonas más exclusivas y de mayor valorización del norte de Bogotá, a pocos pasos de Centro Comercial San Rafael, Centro Comercial Parque La Colina, Calle 134, Avenida Boyacá y Autopista Norte, Transporte público cercano y vías principales, Estaciones de gasolina, supermercados, colegios y clínicas. Consta de 3 habitaciones amplias adicional a una de servicio, la principal con Vestier, 2.5 baños completos, modernos y funcionales. Sala comedor-espaciosa e iluminada, Estudio, ideal para home office Balcón amplio con vista exterior y ventanales Zona de ropas independiente con ventilación natural, Cocina integral equipada, Calentador a gas, Piso en madera laminada y cerámica, Excelente iluminación natural y ventilación cruzada, Ascensor, Gimnasio completamente dotado, Portería 24 horas con vigilancia privada, Salón social y juegos infantiles"
"Apartamento en Arriendo en Colina Campestre, Bogotá",$ 2.600.000,"Suba, Bogotá",CALLE 145   57A- 23,1550,2 Habs. 2 Baños73 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192506027,"Se arrienda apartamento ubicado en el Noroccidente de Bogotá, en el tercer piso. Cuenta con calentador eléctrico, parqueadero, depósito y acceso a zonas comunes como salón comunal y ascensor. Está cerca del Centro Comercial Porto Alegre, de parques y en una zona que combina áreas residenciales y comerciales, ideal para quienes buscan comodidad y conveniencia. 1135-255"
"Apartamento en Arriendo en Colina Campestre, Bogotá",$ 2.600.000,"Suba, Bogotá",Calle 139 #72 A -60,1314,3 Habs. 2 Baños86 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192511709,"Cod. 3103 Lindo apartamento de 86M2 en cuarto piso con ascensor,  conjunto con vigilancia 24 horas, salón social, parqueadero de visitantes. Sala comedor con chimenea tradicional, estudio, cocina integral cerrada a gas, zona de lavandería, baño de servicio, 3 habitaciones con closet la principal con baño privado, segundo baño, 2 parqueaderos independientes cubiertos y 1 deposito. Cerca a Centro Comercial Colina, Farmatodo, EXITO, Club de la Policía. Vías de acceso AV. Boyacá, Av. Suba, Cl 138. Facilidad de transporte público.
Uniproyectos, donde cada puerta es una bienvenida. Te esperamos."
"Apartamento en Arriendo en Colina Campestre, Bogotá",$ 2.270.000,"Suba, Bogotá","Carrera 57 #138-34, Bogotá, Colombia",1771,2 Habs. 2 Baños70 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192557439,"Arrienda Apartamento Colina Campestre 70 mt2

Disfruta  y estrena remodelación de este apartamento  exterior muy iluminado en 5 piso, con ascensor, con espacios definidos y una excelente distribución, que te enamorará.

Sala con una agradable chimenea y comedor, cocina con zona de lavanderia independiete, + estudio ideal para Home Office, baño de alcobas, 2 alcobas la prinicpal con walk - in closet y baño privado componen este apartamento.

Cuenta con un parqueadero cubierto independiente y un deposito de muy buen tamaño, donde podras guardar todo lo que necesites.

El edificio cuenta con vigilancia 7x24, CCTV, un agradable salon Social y bahia de parqueadero para visitantes

Ubicado en un sector muy tranquilo, cerca de la Calle 138 y a pocos metros de la Av Las Villas, con parques y zonas verdes y  la facilidad de estar muy cerca a  los  Centros Comerciales Portoalegre, La Colina, Mall 138  y del Exito entre otros, harán que vivir alla, sea una experiencia maravillosa.

Contáctanos, queremos ensayarte este apartamento y que seas tu, quien estrene la remodelación de baños y cocina.

Valor Canon: $ 2.270.000  +  Valor administración: $ 280.000

Valor Total $ 2.550.000"
"Apartamento en  Arriendo en Gratamira, Bogotá",$ 4.200.000,"Suba, Bogotá","Cra. 76a #134-5, Suba, Bogotá, Colombia",1900,3 Habs. 2 Baños143 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-gratamira-bogota/192181940,"Amplio y muy iluminado apartamento clásico de 142mts en Cerros de Suba. Al ingresar encontramos sala comedor con chimenea convencional y estudio independiente , ambos espacios con vista verde y salida a terraza. Cocina con ventilación natural, zona de lavandería, cuarto y baño de servicio. Este lindo apartamento cuenta con un hall de habitaciones que comunica con la habitación principal la cual cuenta con una agradable vista, salida a balcón, baño in  suite y walk in closet. Este apartamento se complementa con dos parqueaderos y un depósito. El valor del arriendo es de $5.300.000 incluye administración de $1.100.000."
"Apartamento en Arriendo en Tuna alta, Bogotá",$ 1.319.400,"Suba, Bogotá",CARRERA 97 B No.  157 A -  02,2227,3 Habs. 2 Baños52 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-tuna-alta-bogota/192440325,"Hemoso apto amplio, iluminado, tres habitaciones dos con closset, dos baños, sala comedor,"
"Apartamento en  Arriendo en Suba, Bogotá",$ 3.000.000,"Suba, Bogotá",Calle 127 # 87 - 51,2878,3 Habs. 3 Baños104 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-suba-bogota/192171424,"Excelente ubicación, transporte publico cercano. El apartamento cuenta con muy buenos acabados, buen gusto, seguridad, confort, muy iluminado, muy buena vista y tranquilidad. El conjunto cuenta con unas areas sociales excelentes, cancha de squash, la piscina es climatizada, gimnasio dotado, dos salones comunales, zonas verdes internas externas, bosque nativos."
"Apartamento en Arriendo en Suba urbano, Bogotá",$ 1.340.000,"Suba, Bogotá",KR 91 # 148 - 37,1605,3 Habs. 1 Baño50 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-suba-urbano-bogota/192273634,"Apartamento en arriendo ubicado en el sector de Suba Urbano, con vista interior-exterior, con un área construida de 50 mts2 , con excelente ubicación cerca de avenidas principales como son Av. Suba, Carrera 91, con facilidad al transporte público cerca de zonas comerciales, zonas verdes, colegios y sitios de interés. Cuenta con una muy buena iluminación natural, 3 habitaciones, 1 baño social, sala comedor, cocina Semi-integral, Zona de lavandería independiente. El Edificio cuenta con salón social, Terraza BBQ, INMUEBLE PARA ESTRENAR."
